연월,업종명,이용자구분,성별,이용자수,이용건수,이용금액
201908,스포츠 및 레크레이션 용품 임대업,내국인,여성,3533,3974,214794448
201908,스포츠 및 레크레이션 용품 임대업,중국,알수없음,205,221,22384550
201908,일식 음식점업,내국인,남성,15656,16021,979572940
201908,일식 음식점업,내국인,알수없음,4,4,227500
201908,일식 음식점업,내국인,여성,11782,12065,640439630
201908,일식 음식점업,중국,알수없음,8,8,1741000
201908,중식 음식점업,내국인,남성,10616,11026,294547570
201908,중식 음식점업,내국인,알수없음,11,13,296500
201908,중식 음식점업,내국인,여성,5946,6112,163429785
201908,중식 음식점업,중국,알수없음,23,25,1252970
201908,"피자, 햄버거, 샌드위치 및 유사 음식점업",내국인,남성,24189,26086,323058798
201908,"피자, 햄버거, 샌드위치 및 유사 음식점업",내국인,알수없음,15,16,230100
201908,"피자, 햄버거, 샌드위치 및 유사 음식점업",내국인,여성,18823,20324,248315360
201908,"피자, 햄버거, 샌드위치 및 유사 음식점업",중국,알수없음,35,42,769900
201908,한식 음식점업,내국인,남성,222962,233389,9634044830
201908,한식 음식점업,내국인,알수없음,103,106,4329970
201908,한식 음식점업,내국인,여성,165461,173690,6674608302
201908,한식 음식점업,중국,알수없음,745,790,61619750
201909,관광 민예품 및 선물용품 소매업,내국인,남성,8169,8917,308581362
201909,관광 민예품 및 선물용품 소매업,내국인,알수없음,4,5,68500
201909,관광 민예품 및 선물용품 소매업,내국인,여성,10720,11708,365753728
201909,관광 민예품 및 선물용품 소매업,중국,알수없음,136,159,44854900
201909,그외 기타 분류안된 오락관련 서비스업,내국인,남성,169,185,4269250
201909,그외 기타 분류안된 오락관련 서비스업,내국인,여성,237,255,4684700
201909,기타 수상오락 서비스업,내국인,남성,20,20,2887800
201909,기타 수상오락 서비스업,내국인,여성,14,14,987000
201909,기타 외국식 음식점업,내국인,남성,2961,3059,98225524
201909,기타 외국식 음식점업,내국인,여성,1539,1564,51223180
201909,비알콜 음료점업,내국인,남성,21074,22786,226600217
201909,비알콜 음료점업,내국인,알수없음,2,2,24000
201909,비알콜 음료점업,내국인,여성,21115,22796,229939050
201909,비알콜 음료점업,중국,알수없음,11,12,136800
201909,빵 및 과자류 소매업,내국인,남성,16072,17196,242459402
201909,빵 및 과자류 소매업,내국인,알수없음,9,10,49100
201909,빵 및 과자류 소매업,내국인,여성,19496,20871,293334355
201909,빵 및 과자류 소매업,중국,알수없음,6,6,114590
201909,서양식 음식점업,내국인,남성,36665,40137,862032297
201909,서양식 음식점업,내국인,알수없음,10,10,182960
201909,서양식 음식점업,내국인,여성,43721,47737,949511493
201909,서양식 음식점업,중국,알수없음,36,38,1355400
201909,스포츠 및 레크레이션 용품 임대업,내국인,남성,4767,5351,309749707
201909,스포츠 및 레크레이션 용품 임대업,내국인,알수없음,2,2,69900
201909,스포츠 및 레크레이션 용품 임대업,내국인,여성,2707,3061,226385050
201909,스포츠 및 레크레이션 용품 임대업,중국,알수없음,159,170,20218830
201909,일식 음식점업,내국인,남성,10464,10707,653138090
201909,일식 음식점업,내국인,알수없음,2,2,55300
201909,일식 음식점업,내국인,여성,8286,8478,462321910
201909,일식 음식점업,중국,알수없음,11,11,953000
201909,중식 음식점업,내국인,남성,8119,8395,220404016
201909,중식 음식점업,내국인,알수없음,4,4,85500
201909,중식 음식점업,내국인,여성,4363,4501,115392950
201909,중식 음식점업,중국,알수없음,12,12,396500
201909,"피자, 햄버거, 샌드위치 및 유사 음식점업",내국인,남성,16518,17789,204015145
201909,"피자, 햄버거, 샌드위치 및 유사 음식점업",내국인,알수없음,12,13,171350
201909,"피자, 햄버거, 샌드위치 및 유사 음식점업",내국인,여성,12360,13318,154183920
201909,"피자, 햄버거, 샌드위치 및 유사 음식점업",중국,알수없음,18,22,292000
201909,한식 음식점업,내국인,남성,156631,164345,6619147602
201909,한식 음식점업,내국인,알수없음,41,41,1347500
201909,한식 음식점업,내국인,여성,118254,124457,4714455695
201909,한식 음식점업,중국,알수없음,540,566,35007950
201910,관광 민예품 및 선물용품 소매업,내국인,남성,9983,10954,390633215
201910,관광 민예품 및 선물용품 소매업,내국인,알수없음,7,7,231500
201910,관광 민예품 및 선물용품 소매업,내국인,여성,13889,15215,530690150
201910,관광 민예품 및 선물용품 소매업,중국,알수없음,131,147,45005900
201910,그외 기타 분류안된 오락관련 서비스업,내국인,남성,143,157,4834000
201910,그외 기타 분류안된 오락관련 서비스업,내국인,여성,152,164,3712200
201910,기타 수상오락 서비스업,내국인,남성,32,33,5034500
201910,기타 수상오락 서비스업,내국인,여성,14,18,4052700
201910,기타 외국식 음식점업,내국인,남성,3454,3598,108905751
201910,기타 외국식 음식점업,내국인,여성,1986,2034,67377022
201910,기타 외국식 음식점업,중국,알수없음,2,2,124000
201910,비알콜 음료점업,내국인,남성,23317,25212,253763195
201910,비알콜 음료점업,내국인,알수없음,6,7,73900
201910,비알콜 음료점업,내국인,여성,23939,25732,262160200
201910,비알콜 음료점업,중국,알수없음,12,12,122900
201910,빵 및 과자류 소매업,내국인,남성,18247,19516,271488307
201910,빵 및 과자류 소매업,내국인,알수없음,7,7,65600
201910,빵 및 과자류 소매업,내국인,여성,22306,23869,336360149
201910,빵 및 과자류 소매업,중국,알수없음,9,9,144450
201910,서양식 음식점업,내국인,남성,38683,41912,859575039
201910,서양식 음식점업,내국인,알수없음,13,14,351070
201910,서양식 음식점업,내국인,여성,46754,50652,972276635
201910,서양식 음식점업,중국,알수없음,39,45,1390400
201910,스포츠 및 레크레이션 용품 임대업,내국인,남성,5428,6064,393547081
201910,스포츠 및 레크레이션 용품 임대업,내국인,알수없음,2,3,236000
201910,스포츠 및 레크레이션 용품 임대업,내국인,여성,3226,3662,275258190
201910,스포츠 및 레크레이션 용품 임대업,중국,알수없음,189,206,31588320
201910,일식 음식점업,내국인,남성,11214,11451,807936121
201910,일식 음식점업,내국인,알수없음,1,1,16000
201910,일식 음식점업,내국인,여성,8863,9040,562485230
201910,일식 음식점업,중국,알수없음,11,11,1192500
201910,중식 음식점업,내국인,남성,9588,9948,248641410
201910,중식 음식점업,내국인,알수없음,2,2,113000
201910,중식 음식점업,내국인,여성,5368,5583,139022200
201910,중식 음식점업,중국,알수없음,12,12,391000
201910,"피자, 햄버거, 샌드위치 및 유사 음식점업",내국인,남성,20528,22045,245795085
201910,"피자, 햄버거, 샌드위치 및 유사 음식점업",내국인,알수없음,6,6,66700
201910,"피자, 햄버거, 샌드위치 및 유사 음식점업",내국인,여성,16105,17290,193353385
201910,"피자, 햄버거, 샌드위치 및 유사 음식점업",중국,알수없음,23,23,363700
201910,한식 음식점업,내국인,남성,185713,195331,7919920272
201910,한식 음식점업,내국인,알수없음,23,24,932700
201910,한식 음식점업,내국인,여성,140716,147972,5754469669
201910,한식 음식점업,중국,알수없음,669,686,48385200
201911,관광 민예품 및 선물용품 소매업,내국인,남성,9392,10221,399154850
201911,관광 민예품 및 선물용품 소매업,내국인,알수없음,12,14,378000
201911,관광 민예품 및 선물용품 소매업,내국인,여성,12418,13596,484256570
201911,관광 민예품 및 선물용품 소매업,중국,알수없음,84,97,24335000
201911,그외 기타 분류안된 오락관련 서비스업,내국인,남성,104,106,2532900
201911,그외 기타 분류안된 오락관련 서비스업,내국인,알수없음,1,1,68000
201911,그외 기타 분류안된 오락관련 서비스업,내국인,여성,117,120,2466100
201911,기타 수상오락 서비스업,내국인,남성,49,60,2818900
201911,기타 수상오락 서비스업,내국인,여성,21,27,1558200
201911,기타 외국식 음식점업,내국인,남성,3436,3580,105979958
201911,기타 외국식 음식점업,내국인,알수없음,8,8,134400
201911,기타 외국식 음식점업,내국인,여성,1788,1840,56885379
201911,비알콜 음료점업,내국인,남성,20992,22645,223706421
201911,비알콜 음료점업,내국인,알수없음,98,102,717100
201911,비알콜 음료점업,내국인,여성,20982,22695,232648600
201911,비알콜 음료점업,중국,알수없음,5,7,32200
201911,빵 및 과자류 소매업,내국인,남성,17135,18275,261946453
201911,빵 및 과자류 소매업,내국인,알수없음,72,73,1067200
201911,빵 및 과자류 소매업,내국인,여성,20880,22439,319253484
201911,빵 및 과자류 소매업,중국,알수없음,3,3,31800
201911,서양식 음식점업,내국인,남성,33882,36716,775517278
201911,서양식 음식점업,내국인,알수없음,100,108,1617900
201911,서양식 음식점업,내국인,여성,40928,44207,852174869
201911,서양식 음식점업,중국,알수없음,12,14,232100
201911,스포츠 및 레크레이션 용품 임대업,내국인,남성,4782,5317,373306460
201911,스포츠 및 레크레이션 용품 임대업,내국인,알수없음,12,14,1621700
201911,스포츠 및 레크레이션 용품 임대업,내국인,여성,2940,3356,280407750
201911,스포츠 및 레크레이션 용품 임대업,중국,알수없음,69,71,7829500
201911,일식 음식점업,내국인,남성,10145,10378,811200210
201911,일식 음식점업,내국인,알수없음,12,12,1783600
201911,일식 음식점업,내국인,여성,7758,7957,515718041
201911,일식 음식점업,중국,알수없음,2,2,173000
201911,중식 음식점업,내국인,남성,9059,9442,232941931
201911,중식 음식점업,내국인,알수없음,21,21,661300
201911,중식 음식점업,내국인,여성,4825,4973,122159860
201911,중식 음식점업,중국,알수없음,12,12,613000
201911,"피자, 햄버거, 샌드위치 및 유사 음식점업",내국인,남성,18514,19910,221133309
201911,"피자, 햄버거, 샌드위치 및 유사 음식점업",내국인,알수없음,100,112,931090
201911,"피자, 햄버거, 샌드위치 및 유사 음식점업",내국인,여성,14107,15094,164389168
201911,"피자, 햄버거, 샌드위치 및 유사 음식점업",중국,알수없음,9,14,163900
201911,한식 음식점업,내국인,남성,172646,181937,7529903887
201911,한식 음식점업,내국인,알수없음,364,383,13752350
201911,한식 음식점업,내국인,여성,126430,132690,5115244991
201911,한식 음식점업,중국,알수없음,305,314,20747600
201912,관광 민예품 및 선물용품 소매업,내국인,남성,8138,8750,299351700
201912,관광 민예품 및 선물용품 소매업,내국인,알수없음,21,23,901500
201912,관광 민예품 및 선물용품 소매업,내국인,여성,11221,12150,371933830
201912,관광 민예품 및 선물용품 소매업,중국,알수없음,83,101,27501800
201912,그외 기타 분류안된 오락관련 서비스업,내국인,남성,118,120,3279300
201912,그외 기타 분류안된 오락관련 서비스업,내국인,여성,121,124,2396400
201912,기타 수상오락 서비스업,내국인,남성,37,43,2531700
201912,기타 수상오락 서비스업,내국인,여성,14,17,634900
201912,기타 외국식 음식점업,내국인,남성,3523,3654,112978237
201912,기타 외국식 음식점업,내국인,알수없음,24,24,637500
201912,기타 외국식 음식점업,내국인,여성,1924,1992,64881935
201912,기타 외국식 음식점업,중국,알수없음,1,1,59000
201912,비알콜 음료점업,내국인,남성,20435,22029,220282510
201912,비알콜 음료점업,내국인,알수없음,203,221,1559750
201912,비알콜 음료점업,내국인,여성,20480,22050,226085717
201912,비알콜 음료점업,중국,알수없음,1,1,5800
201912,빵 및 과자류 소매업,내국인,남성,17938,19135,278530404
201912,빵 및 과자류 소매업,내국인,알수없음,120,126,1610875
201912,빵 및 과자류 소매업,내국인,여성,21927,23301,335774920
201912,빵 및 과자류 소매업,중국,알수없음,7,8,128900
201912,서양식 음식점업,내국인,남성,36350,39128,827078894
201912,서양식 음식점업,내국인,알수없음,153,163,2797554
201912,서양식 음식점업,내국인,여성,43385,46654,892157777
201912,서양식 음식점업,중국,알수없음,14,15,648100
201912,스포츠 및 레크레이션 용품 임대업,내국인,남성,4216,4686,359539650
201912,스포츠 및 레크레이션 용품 임대업,내국인,알수없음,26,30,2054400
201912,스포츠 및 레크레이션 용품 임대업,내국인,여성,2413,2697,236624830
201912,스포츠 및 레크레이션 용품 임대업,중국,알수없음,43,44,7485950
201912,일식 음식점업,내국인,남성,10300,10520,743464610
201912,일식 음식점업,내국인,알수없음,36,36,1584600
201912,일식 음식점업,내국인,여성,7856,8023,470459199
201912,일식 음식점업,중국,알수없음,1,1,105000
201912,중식 음식점업,내국인,남성,9264,9633,251463700
201912,중식 음식점업,내국인,알수없음,56,57,1395950
201912,중식 음식점업,내국인,여성,4624,4781,126760240
201912,중식 음식점업,중국,알수없음,10,10,689900
201912,"피자, 햄버거, 샌드위치 및 유사 음식점업",내국인,남성,18908,20298,233480071
201912,"피자, 햄버거, 샌드위치 및 유사 음식점업",내국인,알수없음,175,188,1707950
201912,"피자, 햄버거, 샌드위치 및 유사 음식점업",내국인,여성,14632,15661,173298530
201912,"피자, 햄버거, 샌드위치 및 유사 음식점업",중국,알수없음,13,14,215200
201912,한식 음식점업,내국인,남성,178673,188012,7511403422
201912,한식 음식점업,내국인,알수없음,552,585,18828170
201912,한식 음식점업,내국인,여성,129853,136194,5009094696
201912,한식 음식점업,중국,알수없음,369,379,25514600
202001,관광 민예품 및 선물용품 소매업,내국인,남성,7849,8537,269928050
202001,관광 민예품 및 선물용품 소매업,내국인,여성,12334,13437,352994320
202001,관광 민예품 및 선물용품 소매업,중국,알수없음,621,729,150037700
202001,그외 기타 분류안된 오락관련 서비스업,내국인,남성,129,136,3768000
202001,그외 기타 분류안된 오락관련 서비스업,내국인,여성,150,157,2877900
202001,그외 기타 분류안된 오락관련 서비스업,중국,알수없음,2,2,43000
202001,기타 수상오락 서비스업,내국인,남성,65,81,3177200
202001,기타 수상오락 서비스업,내국인,여성,24,30,1261000
202001,기타 외국식 음식점업,내국인,남성,2357,2425,78116987
202001,기타 외국식 음식점업,내국인,여성,1205,1223,42247224
202001,기타 외국식 음식점업,중국,알수없음,71,82,3319853
202001,비알콜 음료점업,내국인,남성,19390,20954,217531563
202001,비알콜 음료점업,내국인,여성,19462,21029,227367760
202001,비알콜 음료점업,중국,알수없음,526,620,6210030
202001,빵 및 과자류 소매업,내국인,남성,12859,13655,220271656
202001,빵 및 과자류 소매업,내국인,여성,16781,17885,276559640
202001,빵 및 과자류 소매업,중국,알수없음,877,1003,11319690
202001,서양식 음식점업,내국인,남성,33371,35943,784716089
202001,서양식 음식점업,내국인,여성,42978,46328,915730151
202001,서양식 음식점업,중국,알수없음,673,785,15720920
202001,스포츠 및 레크레이션 용품 임대업,내국인,남성,3007,3364,207058830
202001,스포츠 및 레크레이션 용품 임대업,내국인,여성,1838,2070,129925580
202001,스포츠 및 레크레이션 용품 임대업,중국,알수없음,1416,1642,202720420
202001,일식 음식점업,내국인,남성,8653,8814,634431740
202001,일식 음식점업,내국인,여성,6899,7050,424864350
202001,일식 음식점업,중국,알수없음,73,92,6448110
202001,중식 음식점업,내국인,남성,7044,7280,197745992
202001,중식 음식점업,내국인,여성,3926,4030,110877820
202001,중식 음식점업,중국,알수없음,241,291,15101050
202001,"피자, 햄버거, 샌드위치 및 유사 음식점업",내국인,남성,17230,18540,219094686
202001,"피자, 햄버거, 샌드위치 및 유사 음식점업",내국인,여성,14176,15264,173750670
202001,"피자, 햄버거, 샌드위치 및 유사 음식점업",중국,알수없음,714,864,12174310
202001,한식 음식점업,내국인,남성,142049,148523,6288649006
202001,한식 음식점업,내국인,여성,111508,116997,4522309604
202001,한식 음식점업,중국,알수없음,4757,5308,310291646
202002,관광 민예품 및 선물용품 소매업,내국인,남성,4007,4254,108410960
202002,관광 민예품 및 선물용품 소매업,내국인,여성,5226,5702,135098800
202002,관광 민예품 및 선물용품 소매업,중국,알수없음,18,23,3832900
202002,그외 기타 분류안된 오락관련 서비스업,내국인,남성,89,94,2391000
202002,그외 기타 분류안된 오락관련 서비스업,내국인,여성,84,87,1482500
202002,기타 수상오락 서비스업,내국인,남성,36,42,2608200
202002,기타 수상오락 서비스업,내국인,여성,9,9,287300
202002,기타 외국식 음식점업,내국인,남성,1886,1964,60494594
202002,기타 외국식 음식점업,내국인,여성,900,917,30168944
202002,기타 외국식 음식점업,중국,알수없음,8,8,472000
202002,비알콜 음료점업,내국인,남성,13193,14314,135944809
202002,비알콜 음료점업,내국인,여성,11769,12765,126831004
202002,비알콜 음료점업,중국,알수없음,77,90,776240
202002,빵 및 과자류 소매업,내국인,남성,9104,9726,142570638
202002,빵 및 과자류 소매업,내국인,여성,10635,11362,160361810
202002,빵 및 과자류 소매업,중국,알수없음,83,93,1276130
202002,서양식 음식점업,내국인,남성,22804,24414,511114996
202002,서양식 음식점업,내국인,여성,25009,26836,507067852
202002,서양식 음식점업,중국,알수없음,81,95,1921760
202002,스포츠 및 레크레이션 용품 임대업,내국인,남성,2320,2554,147546950
202002,스포츠 및 레크레이션 용품 임대업,내국인,여성,1191,1350,88164800
202002,스포츠 및 레크레이션 용품 임대업,중국,알수없음,147,198,40397470
202002,일식 음식점업,내국인,남성,5922,6069,387989912
202002,일식 음식점업,내국인,여성,3960,4048,215406150
202002,일식 음식점업,중국,알수없음,21,27,1999500
202002,중식 음식점업,내국인,남성,5422,5630,141551450
202002,중식 음식점업,내국인,여성,2455,2531,64758660
202002,중식 음식점업,중국,알수없음,76,90,6249380
202002,"피자, 햄버거, 샌드위치 및 유사 음식점업",내국인,남성,11841,12610,147552544
202002,"피자, 햄버거, 샌드위치 및 유사 음식점업",내국인,여성,8142,8708,95464058
202002,"피자, 햄버거, 샌드위치 및 유사 음식점업",중국,알수없음,97,114,1502120
202002,한식 음식점업,내국인,남성,97520,101972,3907003782
202002,한식 음식점업,내국인,여성,64661,67559,2339922250
202002,한식 음식점업,중국,알수없음,523,596,45492180
202003,관광 민예품 및 선물용품 소매업,내국인,남성,2688,2881,73599880
202003,관광 민예품 및 선물용품 소매업,내국인,여성,3505,3787,88101215
202003,관광 민예품 및 선물용품 소매업,중국,알수없음,1,1,7000
202003,그외 기타 분류안된 오락관련 서비스업,내국인,남성,70,73,1681450
202003,그외 기타 분류안된 오락관련 서비스업,내국인,여성,76,79,1533500
202003,기타 수상오락 서비스업,내국인,남성,54,65,3833400
202003,기타 수상오락 서비스업,내국인,여성,16,18,671900
202003,기타 외국식 음식점업,내국인,남성,2073,2170,58960489
202003,기타 외국식 음식점업,내국인,여성,931,953,27294196
202003,기타 외국식 음식점업,중국,알수없음,1,2,158000
202003,비알콜 음료점업,내국인,남성,12866,14029,127454380
202003,비알콜 음료점업,내국인,여성,11728,12587,115321355
202003,비알콜 음료점업,중국,알수없음,13,13,107900
202003,빵 및 과자류 소매업,내국인,남성,9066,9681,135213680
202003,빵 및 과자류 소매업,내국인,여성,10518,11201,148987785
202003,빵 및 과자류 소매업,중국,알수없음,30,34,304350
202003,서양식 음식점업,내국인,남성,22249,23871,482697727
202003,서양식 음식점업,내국인,여성,24313,26194,488356048
202003,서양식 음식점업,중국,알수없음,31,38,1396150
202003,스포츠 및 레크레이션 용품 임대업,내국인,남성,2655,2923,184291403
202003,스포츠 및 레크레이션 용품 임대업,내국인,여성,1381,1531,107756420
202003,스포츠 및 레크레이션 용품 임대업,중국,알수없음,51,78,22026000
202003,일식 음식점업,내국인,남성,5539,5679,336712150
202003,일식 음식점업,내국인,여성,3883,3983,194774540
202003,일식 음식점업,중국,알수없음,9,10,1149500
202003,중식 음식점업,내국인,남성,5605,5776,143235950
202003,중식 음식점업,내국인,여성,2503,2562,63414650
202003,중식 음식점업,중국,알수없음,11,11,406500
202003,"피자, 햄버거, 샌드위치 및 유사 음식점업",내국인,남성,11358,12202,136429619
202003,"피자, 햄버거, 샌드위치 및 유사 음식점업",내국인,여성,8168,8834,95510591
202003,"피자, 햄버거, 샌드위치 및 유사 음식점업",중국,알수없음,25,25,275800
202003,한식 음식점업,내국인,남성,91946,96206,3483148863
202003,한식 음식점업,내국인,여성,60682,63390,2059539957
202003,한식 음식점업,중국,알수없음,99,107,4667700
202004,관광 민예품 및 선물용품 소매업,내국인,남성,2630,2801,76784100
202004,관광 민예품 및 선물용품 소매업,내국인,여성,3221,3486,82039410
202004,관광 민예품 및 선물용품 소매업,중국,알수없음,1,1,99000
202004,그외 기타 분류안된 오락관련 서비스업,내국인,남성,55,57,1153500
202004,그외 기타 분류안된 오락관련 서비스업,내국인,여성,46,49,947100
202004,기타 수상오락 서비스업,내국인,남성,50,60,2491000
202004,기타 수상오락 서비스업,내국인,여성,25,32,2219600
202004,기타 외국식 음식점업,내국인,남성,2021,2073,56266501
202004,기타 외국식 음식점업,내국인,여성,927,941,29885266
202004,기타 외국식 음식점업,중국,알수없음,6,6,213300
202004,비알콜 음료점업,내국인,남성,14170,15292,138927552
202004,비알콜 음료점업,내국인,여성,12222,13199,120047566
202004,비알콜 음료점업,중국,알수없음,12,12,120600
202004,빵 및 과자류 소매업,내국인,남성,9211,9900,147272700
202004,빵 및 과자류 소매업,내국인,여성,10531,11179,153368870
202004,빵 및 과자류 소매업,중국,알수없음,28,32,523250
202004,서양식 음식점업,내국인,남성,23113,24792,495650143
202004,서양식 음식점업,내국인,여성,24583,26436,487226221
202004,서양식 음식점업,중국,알수없음,20,25,527900
202004,스포츠 및 레크레이션 용품 임대업,내국인,남성,3197,3485,225518109
202004,스포츠 및 레크레이션 용품 임대업,내국인,여성,1679,1854,130181644
202004,스포츠 및 레크레이션 용품 임대업,중국,알수없음,81,104,24871900
202004,일식 음식점업,내국인,남성,6353,6515,400917900
202004,일식 음식점업,내국인,여성,4131,4251,215590950
202004,일식 음식점업,중국,알수없음,2,3,116100
202004,중식 음식점업,내국인,남성,5612,5794,142187900
202004,중식 음식점업,내국인,여성,2923,2988,75061200
202004,중식 음식점업,중국,알수없음,16,17,947500
202004,"피자, 햄버거, 샌드위치 및 유사 음식점업",내국인,남성,11788,12599,138754577
202004,"피자, 햄버거, 샌드위치 및 유사 음식점업",내국인,여성,8652,9336,99341795
202004,"피자, 햄버거, 샌드위치 및 유사 음식점업",중국,알수없음,23,28,413040
202004,한식 음식점업,내국인,남성,96370,100310,3701426528
202004,한식 음식점업,내국인,여성,62388,64985,2200347361
202004,한식 음식점업,중국,알수없음,101,113,7198300
202005,관광 민예품 및 선물용품 소매업,내국인,남성,5802,6220,177677500
202005,관광 민예품 및 선물용품 소매업,내국인,여성,6957,7527,195435360
202005,관광 민예품 및 선물용품 소매업,중국,알수없음,3,3,103000
202005,그외 기타 분류안된 오락관련 서비스업,내국인,남성,99,103,1995300
202005,그외 기타 분류안된 오락관련 서비스업,내국인,여성,97,103,1706800
202005,기타 수상오락 서비스업,내국인,남성,111,129,7462400
202005,기타 수상오락 서비스업,내국인,여성,61,73,2551500
202005,기타 외국식 음식점업,내국인,남성,2385,2453,70953587
202005,기타 외국식 음식점업,내국인,여성,1226,1247,39863858
202005,기타 외국식 음식점업,중국,알수없음,2,2,63500
202005,비알콜 음료점업,내국인,남성,19851,21448,205105686
202005,비알콜 음료점업,내국인,여성,17815,19242,190683907
202005,비알콜 음료점업,중국,알수없음,12,14,193200
202005,빵 및 과자류 소매업,내국인,남성,12495,13382,202392050
202005,빵 및 과자류 소매업,내국인,여성,14576,15559,236114536
202005,빵 및 과자류 소매업,중국,알수없음,38,50,1011200
202005,서양식 음식점업,내국인,남성,35302,37977,814240660
202005,서양식 음식점업,내국인,여성,37906,40775,791546479
202005,서양식 음식점업,중국,알수없음,34,38,1896490
202005,스포츠 및 레크레이션 용품 임대업,내국인,남성,4897,5425,315291370
202005,스포츠 및 레크레이션 용품 임대업,내국인,여성,2595,2881,192047641
202005,스포츠 및 레크레이션 용품 임대업,중국,알수없음,72,100,20675600
202005,일식 음식점업,내국인,남성,9011,9238,595597650
202005,일식 음식점업,내국인,여성,6643,6801,361485400
202005,일식 음식점업,중국,알수없음,7,8,1193000
202005,중식 음식점업,내국인,남성,7157,7353,183470110
202005,중식 음식점업,내국인,여성,3952,4060,101898482
202005,중식 음식점업,중국,알수없음,21,24,1117100
202005,"피자, 햄버거, 샌드위치 및 유사 음식점업",내국인,남성,16078,17290,194516611
202005,"피자, 햄버거, 샌드위치 및 유사 음식점업",내국인,여성,12081,12974,144275205
202005,"피자, 햄버거, 샌드위치 및 유사 음식점업",중국,알수없음,38,48,639200
202005,한식 음식점업,내국인,남성,136617,142141,5519926517
202005,한식 음식점업,내국인,여성,95657,99570,3594331517
202005,한식 음식점업,중국,알수없음,139,161,10226100
202006,관광 민예품 및 선물용품 소매업,내국인,남성,6881,7411,224828640
202006,관광 민예품 및 선물용품 소매업,내국인,여성,8758,9527,258774100
202006,관광 민예품 및 선물용품 소매업,중국,알수없음,3,4,185000
202006,그외 기타 분류안된 오락관련 서비스업,내국인,남성,149,154,3044500
202006,그외 기타 분류안된 오락관련 서비스업,내국인,여성,156,162,2513900
202006,기타 수상오락 서비스업,내국인,남성,109,128,5672100
202006,기타 수상오락 서비스업,내국인,여성,66,75,4297800
202006,기타 외국식 음식점업,내국인,남성,2130,2195,62259878
202006,기타 외국식 음식점업,내국인,여성,1115,1134,36146707
202006,비알콜 음료점업,내국인,남성,21268,23045,223947391
202006,비알콜 음료점업,내국인,여성,19109,20758,209940423
202006,비알콜 음료점업,중국,알수없음,10,13,183800
202006,빵 및 과자류 소매업,내국인,남성,12066,12866,201742135
202006,빵 및 과자류 소매업,내국인,여성,14156,15110,232337795
202006,빵 및 과자류 소매업,중국,알수없음,26,28,476550
202006,서양식 음식점업,내국인,남성,36774,39678,869549837
202006,서양식 음식점업,내국인,여성,41755,44941,892558306
202006,서양식 음식점업,중국,알수없음,21,23,1415600
202006,스포츠 및 레크레이션 용품 임대업,내국인,남성,4439,4902,254510740
202006,스포츠 및 레크레이션 용품 임대업,내국인,여성,2325,2600,159808750
202006,스포츠 및 레크레이션 용품 임대업,중국,알수없음,40,51,8951900
202006,일식 음식점업,내국인,남성,9656,9891,642815189
202006,일식 음식점업,내국인,여성,7126,7311,404853650
202006,일식 음식점업,중국,알수없음,7,8,1281100
202006,중식 음식점업,내국인,남성,6818,7042,177588549
202006,중식 음식점업,내국인,여성,3624,3706,91098042
202006,중식 음식점업,중국,알수없음,26,27,1119900
202006,"피자, 햄버거, 샌드위치 및 유사 음식점업",내국인,남성,16269,17474,194914515
202006,"피자, 햄버거, 샌드위치 및 유사 음식점업",내국인,여성,12461,13331,146594002
202006,"피자, 햄버거, 샌드위치 및 유사 음식점업",중국,알수없음,29,34,450900
202006,한식 음식점업,내국인,남성,139199,144970,5704828225
202006,한식 음식점업,내국인,여성,103504,107705,3941145956
202006,한식 음식점업,중국,알수없음,128,153,9025200
202007,관광 민예품 및 선물용품 소매업,내국인,남성,9191,9875,282427720
202007,관광 민예품 및 선물용품 소매업,내국인,여성,12030,13008,332577254
202007,관광 민예품 및 선물용품 소매업,중국,알수없음,8,12,659000
202007,그외 기타 분류안된 오락관련 서비스업,내국인,남성,198,213,3867900
202007,그외 기타 분류안된 오락관련 서비스업,내국인,여성,267,281,4819500
202007,기타 수상오락 서비스업,내국인,남성,140,169,9391300
202007,기타 수상오락 서비스업,내국인,여성,65,76,4401700
202007,기타 외국식 음식점업,내국인,남성,2339,2428,68327142
202007,기타 외국식 음식점업,내국인,여성,1250,1271,41928882
202007,기타 외국식 음식점업,중국,알수없음,2,2,54500
202007,비알콜 음료점업,내국인,남성,23642,25649,262810269
202007,비알콜 음료점업,내국인,여성,22328,24200,256505463
202007,비알콜 음료점업,중국,알수없음,9,11,101600
202007,빵 및 과자류 소매업,내국인,남성,13750,14742,234319788
202007,빵 및 과자류 소매업,내국인,여성,17149,18388,280193275
202007,빵 및 과자류 소매업,중국,알수없음,21,23,362300
202007,서양식 음식점업,내국인,남성,45692,49361,1104712764
202007,서양식 음식점업,내국인,여성,52756,57049,1139904811
202007,서양식 음식점업,중국,알수없음,23,28,1063800
202007,스포츠 및 레크레이션 용품 임대업,내국인,남성,5214,5806,288098110
202007,스포츠 및 레크레이션 용품 임대업,내국인,여성,2778,3068,178603190
202007,스포츠 및 레크레이션 용품 임대업,중국,알수없음,43,49,8409500
202007,일식 음식점업,내국인,남성,10896,11138,741454750
202007,일식 음식점업,내국인,여성,8398,8584,458800120
202007,일식 음식점업,중국,알수없음,5,9,1332000
202007,중식 음식점업,내국인,남성,7597,7856,205894050
202007,중식 음식점업,내국인,여성,4389,4516,116913170
